source_id,guid,doc_id,scale,raw_text,text,lexical,structural,other,label_type,label,set,label_mapped_to_big5,facet
IPIP,ifeellittleconcernforothers,Q3361,AB5C,Feel little concern for others,I feel little concern for others.,1,1,1,hard,agreeableness,train,agreeableness,understanding
IPIP,iblurtoutwhatevercomesintomymind,Q3364,AB5C,Blurt out whatever comes into my mind,I blurt out whatever comes into my mind.,1,1,1,hard,neuroticism,train,neuroticism,impulse-control
IPIP,ifindithardtoforgiveothers,Q3367,AB5C,Find it hard to forgive others,I find it hard to forgive others.,1,1,1,hard,agreeableness,train,agreeableness,pleasantness
IPIP,ifinishwhatistart,Q3368,AB5C,Finish what I start,I finish what I start.,1,1,1,hard,conscientiousness,train,conscientiousness,efficiency
IPIP,ifollowaschedule,Q3369,AB5C,Follow a schedule,I follow a schedule.,1,1,1,hard,conscientiousness,train,conscientiousness,orderliness
IPIP,ifollowdirections,Q3370,AB5C,Follow directions,I follow directions.,1,1,1,hard,agreeableness,train,agreeableness,dutifulness
IPIP,ifollowthroughwithmyplans,Q3372,AB5C,Follow through with my plans,I follow through with my plans.,1,1,1,hard,conscientiousness,train,conscientiousness,efficiency
IPIP,ifrequentlyforgettodothings,Q3373,AB5C,Frequently forget to do things,I frequently forget to do things.,1,1,1,hard,conscientiousness,train,conscientiousness,efficiency
IPIP,igetaheadstartonothers,Q3374,AB5C,Get a head start on others,I get a head start on others.,1,1,1,hard,conscientiousness,train,conscientiousness,rationality
IPIP,iburstintotears,Q3375,AB5C,Burst into tears,I burst into tears.,1,1,1,hard,neuroticism,train,neuroticism,imperturbability
IPIP,icanbestirredupeasily,Q3376,AB5C,Can be stirred up easily,I can be stirred up easily.,1,1,1,hard,neuroticism,train,neuroticism,tranquility
IPIP,icannotconcentrate,Q3378,AB5C,Can't concentrate,I cannot concentrate.,1,1,1,hard,neuroticism,train,neuroticism,moderation
IPIP,ichangemymoodalot,Q3380,AB5C,Change my mood a lot,I change my mood a lot.,1,1,1,hard,neuroticism,train,neuroticism,stability
IPIP,icryduringmovies,Q3381,AB5C,Cry during movies,I cry during movies.,1,1,1,hard,neuroticism,train,neuroticism,imperturbability
IPIP,igettoworkatonce,Q3382,AB5C,Get to work at once,I get to work at once.,1,1,1,hard,conscientiousness,train,conscientiousness,purposefulness
IPIP,icryeasily,Q3383,AB5C,Cry easily,I cry easily.,1,1,1,hard,agreeableness,train,agreeableness,imperturbability
IPIP,igiveupeasily,Q3384,AB5C,Give up easily,I give up easily.,1,1,1,hard,conscientiousness,train,conscientiousness,poise
IPIP,igooutofmywayforothers,Q3386,AB5C,Go out of my way for others,I go out of my way for others.,1,1,1,hard,agreeableness,train,agreeableness,nurturance
IPIP,ihandletaskssmoothly,Q3387,AB5C,Handle tasks smoothly,I handle tasks smoothly.,1,1,1,hard,conscientiousness,train,conscientiousness,purposefulness
IPIP,ihatetoseempushy,Q3388,AB5C,Hate to seem pushy,I hate to seem pushy.,1,1,1,hard,agreeableness,train,agreeableness,provocativeness
IPIP,ihaveagoodwordforeveryone,Q3389,AB5C,Have a good word for everyone,I have a good word for everyone.,1,1,1,hard,agreeableness,train,agreeableness,pleasantness
IPIP,ihavealotoffun,Q3390,AB5C,Have a lot of fun,I have a lot of fun.,1,1,1,hard,extraversion,train,extraversion,poise
IPIP,ihaveapointofviewallmyown,Q3391,AB5C,Have a point of view all my own,I have a point of view all my own.,1,1,1,hard,openness,train,openness,introspection/private self-consciousness
IPIP,ihaveapoorvocabulary,Q3392,AB5C,Have a poor vocabulary,I have a poor vocabulary.,1,1,1,hard,openness,train,openness,intellect
IPIP,idemandobedience,Q3398,AB5C,Demand obedience,I demand obedience.,1,1,1,hard,neuroticism,train,neuroticism,cool-headedness
IPIP,ihavedifficultystartingtasks,Q3401,AB5C,Have difficulty starting tasks,I have difficulty starting tasks.,1,1,1,hard,conscientiousness,train,conscientiousness,efficiency
IPIP,iimposemywillonothers,Q3407,AB5C,Impose my will on others,I impose my will on others.,1,1,1,hard,agreeableness,train,agreeableness,cooperation
IPIP,iinquireaboutotherswellbeing,Q3408,AB5C,Inquire about others' well-being,I inquire about others well being.,1,1,1,hard,agreeableness,train,agreeableness,warmth
IPIP,ijokearoundalot,Q3410,AB5C,Joke around a lot,I joke around a lot.,1,1,1,hard,extraversion,train,extraversion,self-disclosure
IPIP,ikeepasharpeyeonotherswork,Q3412,AB5C,Keep a sharp eye on others' work,I keep a sharp eye on others work.,1,1,1,hard,conscientiousness,train,conscientiousness,perfectionism
IPIP,ikeepmycheckbookbalanced,Q3414,AB5C,Keep my checkbook balanced,I keep my checkbook balanced.,1,1,1,hard,conscientiousness,train,conscientiousness,conscientiousness
IPIP,idothingsilaterregret,Q3415,AB5C,Do things that I later regret,I do things I later regret.,1,1,1,hard,neuroticism,train,neuroticism,moderation
IPIP,ikeepothersatadistance,Q3419,AB5C,Keep others at a distance,I keep others at a distance.,1,1,1,hard,extraversion,train,extraversion,friendliness
IPIP,iknowhowtoapplymyknowledge,Q3421,AB5C,Know how to apply my knowledge,I know how to apply my knowledge.,1,1,1,hard,openness,train,openness,competence
IPIP,iknowhowtocaptivatepeople,Q3422,AB5C,Know how to captivate people,I know how to captivate people.,1,1,1,hard,extraversion,train,extraversion,leadership
IPIP,iknowhowtocomfortothers,Q3423,AB5C,Know how to comfort others,I know how to comfort others.,1,1,1,hard,agreeableness,train,agreeableness,warmth
IPIP,ifeelcrushedbysetbacks,Q3424,AB5C,Feel crushed by setbacks,I feel crushed by setbacks.,1,1,1,hard,neuroticism,train,neuroticism,toughness
IPIP,iknownolimits,Q3426,AB5C,Know no limits,I know no limits.,1,1,1,hard,extraversion,train,extraversion,provocativeness
IPIP,iknowwhatiwant,Q3428,AB5C,Know what I want,I know what I want.,1,1,1,hard,extraversion,train,extraversion,assertiveness
IPIP,ilaughattheslightestprovocation,Q3429,AB5C,Laugh at the slightest provocation,I laugh at the slightest provocation.,1,1,1,hard,conscientiousness,train,conscientiousness,cautiousness
IPIP,ilaughmywaythroughlife,Q3430,AB5C,Laugh my way through life,I laugh my way through life.,1,1,1,hard,extraversion,train,extraversion,self-disclosure
IPIP,ilearnquickly,Q3431,AB5C,Learn quickly,I learn quickly.,1,1,1,hard,openness,train,openness,competence
IPIP,ileavemybelongingsaround,Q3433,AB5C,Leave my belongings around,I leave my belongings around.,1,1,1,hard,conscientiousness,train,conscientiousness,orderliness
IPIP,ileavemyworkundone,Q3434,AB5C,Leave my work undone,I leave my work undone.,1,1,1,hard,conscientiousness,train,conscientiousness,conscientiousness
IPIP,iletmyattentionwanderoff,Q3435,AB5C,Let my attention wander off,I let my attention wander off.,1,1,1,hard,conscientiousness,train,conscientiousness,rationality
IPIP,iletmyselfbepushedaround,Q3436,AB5C,Let myself be pushed around,I let myself be pushed around.,1,1,1,hard,extraversion,train,extraversion,assertiveness
IPIP,iletmyselfgo,Q3437,AB5C,Let myself go,I let myself go.,1,1,1,hard,extraversion,train,extraversion,self-disclosure
IPIP,iletpeoplepullmyleg,Q3440,AB5C,Let people pull my leg,I let people pull my leg.,1,1,1,hard,conscientiousness,train,conscientiousness,rationality
IPIP,ilikeharmonyinmylife,Q3441,AB5C,Like harmony in my life,I like harmony in my life.,1,1,1,hard,agreeableness,train,agreeableness,morality
IPIP,ilikemusic,Q3442,AB5C,Like music,I like music.,1,1,1,hard,openness,train,openness,reflection
IPIP,iliketoactonawhim,Q3444,AB5C,Like to act on a whim,I like to act on a whim.,1,1,1,hard,conscientiousness,train,conscientiousness,cautiousness
IPIP,iliketoamuseothers,Q3445,AB5C,Like to amuse others,I like to amuse others.,1,1,1,hard,extraversion,train,extraversion,self-disclosure
IPIP,iliketobealone,Q3447,AB5C,Like to be alone,I like to be alone.,1,1,1,hard,extraversion,train,extraversion,sociability
IPIP,iliketobeofservicetoothers,Q3448,AB5C,Like to be of service to others,I like to be of service to others.,1,1,1,hard,agreeableness,train,agreeableness,understanding
IPIP,iliketodothingsforothers,Q3449,AB5C,Like to do things for others,I like to do things for others.,1,1,1,hard,agreeableness,train,agreeableness,sympathy
IPIP,iliketoplanahead,Q3453,AB5C,Like to plan ahead,I like to plan ahead.,1,1,1,hard,conscientiousness,train,conscientiousness,conscientiousness
IPIP,iliketopleaseothers,Q3454,AB5C,Like to please others,I like to please others.,1,1,1,hard,agreeableness,train,agreeableness,nurturance
IPIP,ilistentomybrainratherthanmyheart,Q3457,AB5C,Listen to my brain rather than my heart,I listen to my brain rather than my heart.,1,1,1,hard,agreeableness,train,agreeableness,sympathy
IPIP,ilistentomyconscience,Q3458,AB5C,Listen to my conscience,I listen to my conscience.,1,1,1,hard,agreeableness,train,agreeableness,cooperation
IPIP,ilistentomyheartratherthanmybrain,Q3459,AB5C,Listen to my heart rather than my brain,I listen to my heart rather than my brain.,1,1,1,hard,agreeableness,train,agreeableness,tenderness
IPIP,iliveinaworldofmyown,Q3460,AB5C,Live in a world of my own,I live in a world of my own.,1,1,1,hard,openness,train,openness,introspection/private self-consciousness
IPIP,igetcaughtupinmyproblems,Q3461,AB5C,Get caught up in my problems,I get caught up in my problems.,1,1,1,hard,neuroticism,train,neuroticism,stability
IPIP,ilookatthefacts,Q3462,AB5C,Look at the facts,I look at the facts.,1,1,1,hard,openness,train,openness,competence
IPIP,ilookdownonanyweakness,Q3463,AB5C,Look down on any weakness,I look down on any weakness.,1,1,1,hard,agreeableness,train,agreeableness,sympathy
IPIP,ilookforhiddenmeaningsinthings,Q3464,AB5C,Look for hidden meanings in things,I look for hidden meanings in things.,1,1,1,hard,openness,train,openness,depth
IPIP,igetfurious,Q3465,AB5C,Get furious,I get furious.,1,1,1,hard,neuroticism,train,neuroticism,calmness
IPIP,iloveagoodfight,Q3466,AB5C,Love a good fight,I love a good fight.,1,1,1,hard,agreeableness,train,agreeableness,cooperation
IPIP,ilovebeautifulthings,Q3467,AB5C,Love beautiful things,I love beautiful things.,1,1,1,hard,openness,train,openness,reflection
IPIP,ilovechildrenmovies,Q3468,AB5C,Love children's movies,I love children movies.,1,1,1,hard,openness,train,openness,tenderness
IPIP,iloveflowers,Q3469,AB5C,Love flowers,I love flowers.,1,1,1,hard,openness,train,openness,reflection
IPIP,ilovelargeparties,Q3470,AB5C,Love large parties,I love large parties.,1,1,1,hard,extraversion,train,extraversion,gregariousness
IPIP,igetoutofcontrol,Q3472,AB5C,Get out of control,I get out of control.,1,1,1,hard,neuroticism,train,neuroticism,moderation
IPIP,ilovetoreadchallengingmaterial,Q3473,AB5C,Love to read challenging material,I love to read challenging material.,1,1,1,hard,openness,train,openness,quickness
IPIP,imakealotofnoise,Q3475,AB5C,Make a lot of noise,I make a lot of noise.,1,1,1,hard,extraversion,train,extraversion,talkativeness
IPIP,imakeamessofthings,Q3476,AB5C,Make a mess of things,I make a mess of things.,1,1,1,hard,conscientiousness,train,conscientiousness,purposefulness
IPIP,imakedemandsonothers,Q3478,AB5C,Make demands on others,I make demands on others.,1,1,1,hard,agreeableness,train,agreeableness,provocativeness
IPIP,imakeenemies,Q3479,AB5C,Make enemies,I make enemies.,1,1,1,hard,agreeableness,train,agreeableness,nurturance
IPIP,imakeothersfeelgood,Q3483,AB5C,Make others feel good,I make others feel good.,1,1,1,hard,agreeableness,train,agreeableness,warmth
IPIP,imakepeoplefeelwelcome,Q3485,AB5C,Make people feel welcome,I make people feel welcome.,1,1,1,hard,agreeableness,train,agreeableness,warmth
IPIP,imakerashdecisions,Q3487,AB5C,Make rash decisions,I make rash decisions.,1,1,1,hard,conscientiousness,train,conscientiousness,dutifulness
IPIP,imakewellconsidereddecisions,Q3488,AB5C,Make well-considered decisions,I make well-considered decisions.,1,1,1,hard,conscientiousness,train,conscientiousness,organization
IPIP,imessthingsup,Q3490,AB5C,Mess things up,I mess things up.,1,1,1,hard,conscientiousness,train,conscientiousness,purposefulness
IPIP,ineedacreativeoutlet,Q3491,AB5C,Need a creative outlet,I need a creative outlet.,1,1,1,hard,openness,train,openness,imagination
IPIP,ineedalotoftimetodothings,Q3492,AB5C,Need a lot of time to do things,I need a lot of time to do things.,1,1,1,hard,extraversion,train,extraversion,assertiveness
IPIP,ineedthingsexplainedonlyonce,Q3494,AB5C,Need things explained only once,I need things explained only once.,1,1,1,hard,conscientiousness,train,conscientiousness,competence
IPIP,ineedtounderstandmymotives,Q3495,AB5C,Need to understand my motives,I need to understand my motives.,1,1,1,hard,openness,train,openness,depth
IPIP,ineverspendmorethanicanafford,Q3498,AB5C,Never spend more than I can afford,I never spend more than I can afford.,1,1,1,hard,conscientiousness,train,conscientiousness,cautiousness
IPIP,ineversplurge,Q3499,AB5C,Never splurge,I never splurge.,1,1,1,hard,conscientiousness,train,conscientiousness,cautiousness
IPIP,ineverstoptalking,Q3500,AB5C,Never stop talking,I never stop talking.,1,1,1,hard,extraversion,train,extraversion,talkativeness
IPIP,ioftenfeeluncomfortablearoundothers,Q3502,AB5C,Often feel uncomfortable around others,I often feel uncomfortable around others.,1,1,1,hard,extraversion,train,extraversion,poise
IPIP,ioftenmakelastminuteplans,Q3505,AB5C,Often make last-minute plans,I often make last-minute plans.,1,1,1,hard,conscientiousness,train,conscientiousness,cautiousness
IPIP,ionlyfeelcomfortablewithfriends,Q3506,AB5C,Only feel comfortable with friends,I only feel comfortable with friends.,1,1,1,hard,neuroticism,train,neuroticism,poise
IPIP,ionlytalkaboutmyowninterests,Q3507,AB5C,Only talk about my own interests,I only talk about my own interests.,1,1,1,hard,agreeableness,train,agreeableness,morality
IPIP,iopposeauthority,Q3508,AB5C,Oppose authority,I oppose authority.,1,1,1,hard,conscientiousness,train,conscientiousness,nurturance
IPIP,ioverestimatemyachievements,Q3509,AB5C,Overestimate my achievements,I overestimate my achievements.,1,1,1,hard,agreeableness,train,agreeableness,morality
IPIP,iamsensitivetotheneedsofothers,Q351,HEXACO,Am sensitive to the needs of others,I am sensitive to the needs of others.,0,1,1,hard,agreeableness,train,agreeableness,sentimentality
IPIP,igetupseteasily,Q3510,AB5C,Get upset easily,I get upset easily.,1,1,1,hard,neuroticism,train,neuroticism,stability
IPIP,iplaytricksonothers,Q3513,AB5C,Play tricks on others,I play tricks on others.,1,1,1,hard,agreeableness,train,agreeableness,cooperation
IPIP,iprefertobealone,Q3515,AB5C,Prefer to be alone,I prefer to be alone.,1,1,1,hard,extraversion,train,extraversion,introspection/private self-consciousness
IPIP,iprefertodealwithstrangersinaformalmanner,Q3516,AB5C,Prefer to deal with strangers in a formal manner,I prefer to deal with strangers in a formal manner.,1,1,1,hard,extraversion,train,extraversion,self-disclosure
IPIP,iprefervarietytoroutine,Q3517,AB5C,Prefer variety to routine,I prefer variety to routine.,1,1,1,hard,openness,train,openness,imagination
IPIP,ipretendtobeconcernedforothers,Q3518,AB5C,Pretend to be concerned for others,I pretend to be concerned for others.,1,1,1,hard,agreeableness,train,agreeableness,empathy
IPIP,ipurchaseonlypracticalthings,Q3519,AB5C,Purchase only practical things,I purchase only practical things.,1,1,1,hard,conscientiousness,train,conscientiousness,cautiousness
IPIP,iputlittletimeandeffortintomywork,Q3520,AB5C,Put little time and effort into my work,I put little time and effort into my work.,1,1,1,hard,conscientiousness,train,conscientiousness,organization
IPIP,iquicklygettheideaofthings,Q3523,AB5C,Quickly get the idea of things,I quickly get the idea of things.,1,1,1,hard,openness,train,openness,quickness
IPIP,iquicklythinkupnewideas,Q3524,AB5C,Quickly think up new ideas,I quickly think up new ideas.,1,1,1,hard,openness,train,openness,ingenuity
IPIP,iradiatejoy,Q3525,AB5C,Radiate joy,I radiate joy.,1,1,1,hard,extraversion,train,extraversion,friendliness
IPIP,ihavecryingfits,Q3526,AB5C,Have crying fits,I have crying fits.,1,1,1,hard,neuroticism,train,neuroticism,imperturbability
IPIP,ifeelsympathyforthosewhoareworseoffthanmyself,Q353,AB5C,Feel sympathy for those who are worse off than myself,I feel sympathy for those who are worse off than myself.,1,1,1,hard,agreeableness,train,agreeableness,sympathy
IPIP,ireasonlogically,Q3532,AB5C,Reason logically,I reason logically.,1,1,1,hard,conscientiousness,train,conscientiousness,rationality
IPIP,ireassureothers,Q3533,AB5C,Reassure others,I reassure others.,1,1,1,hard,agreeableness,train,agreeableness,sympathy
IPIP,iliketogossip,Q3534,AB5C,Like to gossip,I like to gossip.,1,1,1,hard,neuroticism,train,neuroticism,impulse-control
IPIP,iremembermyfriendsbirthdays,Q3535,AB5C,Remember my friends' birthdays,I remember my friends birthdays.,1,1,1,hard,agreeableness,train,agreeableness,tenderness
IPIP,irespectothersfeelings,Q3537,AB5C,Respect others' feelings,I respect others feelings.,1,1,1,hard,agreeableness,train,agreeableness,understanding
IPIP,irespectothers,Q3538,AB5C,Respect others,I respect others.,1,1,1,hard,agreeableness,train,agreeableness,pleasantness
IPIP,irespecttheprivacyofothers,Q3539,AB5C,Respect the privacy of others,I respect the privacy of others.,1,1,1,hard,agreeableness,train,agreeableness,morality
IPIP,iretreatfromothers,Q3540,AB5C,Retreat from others,I retreat from others.,1,1,1,hard,extraversion,train,extraversion,poise
IPIP,ireturnborroweditems,Q3541,AB5C,Return borrowed items,I return borrowed items.,1,1,1,hard,conscientiousness,train,conscientiousness,conscientiousness
IPIP,ireveallittleaboutmyself,Q3542,AB5C,Reveal little about myself,I reveal little about myself.,1,1,1,hard,extraversion,train,extraversion,friendliness
IPIP,isayinappropriatethings,Q3543,AB5C,Say inappropriate things,I say inappropriate things.,1,1,1,hard,conscientiousness,train,conscientiousness,dutifulness
IPIP,ischemeagainstothers,Q3544,AB5C,Scheme against others,I scheme against others.,1,1,1,hard,agreeableness,train,agreeableness,morality
IPIP,iseebeautyinthingsthatothersmightnotnotice,Q3545,AB5C,See beauty in things that others might not notice,I see beauty in things that others might not notice.,1,1,1,hard,openness,train,openness,reflection
IPIP,iseethatrulesareobserved,Q3546,AB5C,See that rules are observed,I see that rules are observed.,1,1,1,hard,conscientiousness,train,conscientiousness,orderliness
IPIP,iseekconflict,Q3547,AB5C,Seek conflict,I seek conflict.,1,1,1,hard,agreeableness,train,agreeableness,cooperation
IPIP,iseekexplanationsofthings,Q3549,AB5C,Seek explanations of things,I seek explanations of things.,1,1,1,hard,openness,train,openness,competence
IPIP,iseekquiet,Q3550,AB5C,Seek quiet,I seek quiet.,1,1,1,hard,extraversion,train,extraversion,sociability
IPIP,iseldomdaydream,Q3551,AB5C,Seldom daydream,I seldom daydream.,1,1,1,hard,openness,train,openness,imagination
IPIP,ilosemytemper,Q3552,AB5C,Lose my temper,I lose my temper.,1,1,1,hard,neuroticism,train,neuroticism,calmness
IPIP,iloveorderandregularity,Q3553,AB5C,Love order and regularity,I love order and regularity.,1,1,1,hard,conscientiousness,train,conscientiousness,cool-headedness
IPIP,iseldomgetlostinthought,Q3554,AB5C,Seldom get lost in thought,I seldom get lost in thought.,1,1,1,hard,openness,train,openness,imagination
IPIP,iseldomjokearound,Q3556,AB5C,Seldom joke around,I seldom joke around.,1,1,1,hard,extraversion,train,extraversion,self-disclosure
IPIP,iseldomnoticedetails,Q3557,AB5C,Seldom notice details,I seldom notice details.,1,1,1,hard,conscientiousness,train,conscientiousness,organization
IPIP,ioftenmakeafuss,Q3558,AB5C,Often make a fuss,I often make a fuss.,1,1,1,hard,neuroticism,train,neuroticism,impulse-control
IPIP,isenseotherswishes,Q3559,AB5C,Sense others' wishes,I sense others wishes.,1,1,1,hard,agreeableness,train,agreeableness,empathy
IPIP,iuseothersformyownends,Q356,NEO-PI-R,Use others for my own ends,I use others for my own ends.,0,1,1,hard,agreeableness,train,agreeableness,morality
IPIP,ishirkmyduties,Q3561,AB5C,Shirk my duties,I shirk my duties.,1,1,1,hard,conscientiousness,train,conscientiousness,purposefulness
IPIP,ishowamasteryoflanguage,Q3563,AB5C,Show a mastery of language,I show a mastery of language.,1,1,1,hard,openness,train,openness,intellect
IPIP,ishowmyfeelings,Q3564,AB5C,Show my feelings,I show my feelings.,1,1,1,hard,agreeableness,train,agreeableness,tenderness
IPIP,ishowmygratitude,Q3565,AB5C,Show my gratitude,I show my gratitude.,1,1,1,hard,agreeableness,train,agreeableness,warmth
IPIP,iskipdifficultwordswhilereading,Q3566,AB5C,Skip difficult words while reading,I skip difficult words while reading.,1,1,1,hard,openness,train,openness,intellect
IPIP,ireactintensely,Q3567,AB5C,React intensely,I react intensely.,1,1,1,hard,neuroticism,train,neuroticism,impulse-control
IPIP,ispeakloudly,Q3568,AB5C,Speak loudly,I speak loudly.,1,1,1,hard,extraversion,train,extraversion,talkativeness
IPIP,icheattogetahead,Q357,NEO-PI-R,Cheat to get ahead,I cheat to get ahead.,0,1,1,hard,agreeableness,train,agreeableness,equity/fairness
IPIP,istartconversations,Q3571,AB5C,Start conversations,I start conversations.,1,1,1,hard,extraversion,train,extraversion,gregariousness
IPIP,isticktotherules,Q3572,AB5C,Stick to the rules,I stick to the rules.,1,1,1,hard,conscientiousness,train,conscientiousness,dutifulness
IPIP,istickupformyself,Q3573,AB5C,Stick up for myself,I stick up for myself.,1,1,1,hard,extraversion,train,extraversion,assertiveness
IPIP,isufferfromotherssorrows,Q3574,AB5C,Suffer from others' sorrows,I suffer from others sorrows.,1,1,1,hard,agreeableness,train,agreeableness,tenderness
IPIP,isympathizewiththehomeless,Q3576,AB5C,Sympathize with the homeless,I sympathize with the homeless.,1,1,1,hard,agreeableness,train,agreeableness,rationality
IPIP,itakegoodcareofmybelongings,Q3579,AB5C,Take good care of my belongings,I take good care of my belongings.,1,1,1,hard,conscientiousness,train,conscientiousness,orderliness
IPIP,itrustwhatpeoplesay,Q358,AB5C,Trust what people say,I trust what people say.,1,1,1,hard,agreeableness,train,agreeableness,pleasantness
IPIP,itakenotimeforothers,Q3580,AB5C,Take no time for others,I take no time for others.,1,1,1,hard,agreeableness,train,agreeableness,understanding
IPIP,ishootmymouthoff,Q3581,AB5C,Shoot my mouth off,I shoot my mouth off.,1,1,1,hard,neuroticism,train,neuroticism,impulse-control
IPIP,itakeothersinterestsintoaccount,Q3582,AB5C,Take others' interests into account,I take others interests into account.,1,1,1,hard,agreeableness,train,agreeableness,understanding
IPIP,itaketaskstoolightly,Q3584,AB5C,Take tasks too lightly,I take tasks too lightly.,1,1,1,hard,conscientiousness,train,conscientiousness,conscientiousness
IPIP,isnapatpeople,Q3585,AB5C,Snap at people,I snap at people.,1,1,1,hard,neuroticism,train,neuroticism,calmness
IPIP,itaketimeoutforothers,Q3586,AB5C,Take time out for others,I take time out for others.,1,1,1,hard,agreeableness,train,agreeableness,warmth
IPIP,itakeoffenseeasily,Q3588,AB5C,Take offense easily,I take offense easily.,1,1,1,hard,neuroticism,train,neuroticism,toughness
IPIP,italktoomuch,Q3590,AB5C,Talk too much,I talk too much.,1,1,1,hard,extraversion,train,extraversion,talkativeness
IPIP,itelltallstoriesaboutmyself,Q3591,AB5C,Tell tall stories about myself,I tell tall stories about myself.,1,1,1,hard,agreeableness,train,agreeableness,cooperation
IPIP,itendtoanalyzethings,Q3592,AB5C,Tend to analyze things,I tend to analyze things.,1,1,1,hard,openness,train,openness,depth
IPIP,itendtodislikeimpulsivepeople,Q3593,AB5C,Tend to dislike impulsive people,I tend to dislike impulsive people.,1,1,1,hard,conscientiousness,train,conscientiousness,cautiousness
IPIP,itendtodislikesoftheartedpeople,Q3594,AB5C,Tend to dislike soft-hearted people,I tend to dislike soft-hearted people.,1,1,1,hard,agreeableness,train,agreeableness,sympathy
IPIP,italkevenwheniknowishouldnot,Q3595,AB5C,Talk even when I know I shouldn't,I talk even when I know I should not.,1,1,1,hard,neuroticism,train,neuroticism,impulse-control
IPIP,itendtothinkaboutsomethingforhours,Q3596,AB5C,Tend to think about something for hours,I tend to think about something for hours.,1,1,1,hard,openness,train,openness,depth
IPIP,ithinkahead,Q3597,AB5C,Think ahead,I think ahead.,1,1,1,hard,conscientiousness,train,conscientiousness,organization
IPIP,ithinkdeeplyaboutthings,Q3598,AB5C,Think deeply about things,I think deeply about things.,1,1,1,hard,openness,train,openness,depth
IPIP,ibelievethatothershavegoodintentions,Q360,NEO-PI-R,Believe that others have good intentions,I believe that others have good intentions.,0,1,1,hard,agreeableness,train,agreeableness,trust
IPIP,ithinktoohighlyofmyself,Q3600,AB5C,Think too highly of myself,I think too highly of myself.,1,1,1,hard,agreeableness,train,agreeableness,cooperation
IPIP,itreatpeopleasinferiors,Q3601,AB5C,Treat people as inferiors,I treat people as inferiors.,1,1,1,hard,agreeableness,train,agreeableness,empathy
IPIP,itrustothers,Q3602,AB5C,Trust others,I trust others.,1,1,1,hard,agreeableness,train,agreeableness,pleasantness
IPIP,itrynottothinkabouttheneedy,Q3604,AB5C,Try not to think about the needy,I try not to think about the needy.,1,1,1,hard,agreeableness,train,agreeableness,sympathy
IPIP,itrytooutdoothers,Q3609,AB5C,Try to outdo others,I try to outdo others.,1,1,1,hard,agreeableness,train,agreeableness,nurturance
IPIP,ifeelthatmostpeoplecannotbetrusted,Q361,HEXACO,Feel that most people can't be trusted,I feel that most people cannot be trusted.,0,1,1,hard,agreeableness,train,agreeableness,forgiveness/mercy
IPIP,itrytostayintouchwithmyself,Q3610,AB5C,Try to stay in touch with myself,I try to stay in touch with myself.,1,1,1,hard,openness,train,openness,empathy
IPIP,iturnmybackonothers,Q3612,AB5C,Turn my back on others,I turn my back on others.,1,1,1,hard,agreeableness,train,agreeableness,morality
IPIP,iturnplansintoactions,Q3613,AB5C,Turn plans into actions,I turn plans into actions.,1,1,1,hard,conscientiousness,train,conscientiousness,assertiveness
IPIP,iusedifficultwords,Q3614,AB5C,Use difficult words,I use difficult words.,1,1,1,hard,openness,train,openness,intellect
IPIP,ivaluecooperationovercompetition,Q3616,AB5C,Value cooperation over competition,I value cooperation over competition.,1,1,1,hard,agreeableness,train,agreeableness,cooperation
IPIP,iwaitformyturn,Q3617,AB5C,Wait for my turn,I wait for my turn.,1,1,1,hard,extraversion,train,extraversion,provocativeness
IPIP,ibelievethatpeoplearebasicallymoral,Q362,NEO-PI-R,Believe that people are basically moral,I believe that people are basically moral.,0,1,1,hard,agreeableness,train,agreeableness,trust
IPIP,iwanteverythingtoaddupperfectly,Q3620,AB5C,Want everything to add up perfectly,I want everything to add up perfectly.,1,1,1,hard,conscientiousness,train,conscientiousness,cool-headedness
IPIP,iwanteverythingtobejustright,Q3621,AB5C,"Want everything to be ""just right""",I want everything to be just right.,1,1,1,hard,conscientiousness,train,conscientiousness,perfectionism
IPIP,iwantthingsdonemyway,Q3622,AB5C,Want things done my way,I want things done my way.,1,1,1,hard,neuroticism,train,neuroticism,cool-headedness
IPIP,iwantthingstoproceedaccordingtoplan,Q3623,AB5C,Want things to proceed according to plan,I want things to proceed according to plan.,1,1,1,hard,conscientiousness,train,conscientiousness,perfectionism
IPIP,iwarmupquicklytoothers,Q3628,AB5C,Warm up quickly to others,I warm up quickly to others.,1,1,1,hard,extraversion,train,extraversion,friendliness
IPIP,iwastemytime,Q3629,AB5C,Waste my time,I waste my time.,1,1,1,hard,conscientiousness,train,conscientiousness,efficiency
IPIP,iwearmyheartonmysleeve,Q3630,AB5C,Wear my heart on my sleeve,I wear my heart on my sleeve.,1,1,1,hard,neuroticism,train,neuroticism,imperturbability
IPIP,iwilldoanythingforothers,Q3631,AB5C,Will do anything for others,I will do anything for others.,1,1,1,hard,agreeableness,train,agreeableness,nurturance
IPIP,iworkaccordingtoaroutine,Q3633,AB5C,Work according to a routine,I work according to a routine.,1,1,1,hard,conscientiousness,train,conscientiousness,orderliness
IPIP,iworkonimprovingmyself,Q3634,AB5C,I work on improving myself,I work on improving myself.,1,1,1,hard,conscientiousness,train,conscientiousness,empathy
IPIP,iwouldnevercheatonmytaxes,Q3636,AB5C,Would never cheat on my taxes,I would never cheat on my taxes.,1,1,1,hard,conscientiousness,train,conscientiousness,morality
